fecha,granja,total_muertos,causa_muerte,muerto_por_esta_causa,lote,flujo
2015-07-29,Potrero,1,No Determinado,1,15210701,Zacatecas
2015-08-02,Potrero,1,Poliserositis,1,15210701,Zacatecas
2015-08-03,Potrero,1,No Determinado,1,15210701,Zacatecas
2015-08-05,Potrero,3,Sacrificado,3,15210701,Zacatecas
2015-08-14,Potrero,2,No Determinado,2,15210701,Zacatecas
2015-08-20,Potrero,2,Sacrificado,2,15210701,Zacatecas
2015-08-30,Potrero,1,No Determinado,1,15210701,Zacatecas
2015-09-15,Potrero,1,Ulcera Gástrica,1,15210701,Zacatecas
2015-09-21,Potrero,1,Sindrome Hemorrágico,1,15210701,Zacatecas
2015-09-27,Potrero,1,No Determinado,1,15210701,Zacatecas
2015-09-29,Potrero,1,Sacrificado,1,15210701,Zacatecas
2015-07-02,Potrero,1,Descriado,1,15220701,Zacatecas
2015-07-04,Potrero,3,Descriado,3,15220701,Zacatecas
2015-07-11,Potrero,2,Sacrificado,2,15220701,Zacatecas
2015-07-14,Potrero,2,Descriado,2,15220701,Zacatecas
2015-07-15,Potrero,2,Sacrificado,2,15220701,Zacatecas
2015-07-19,Potrero,2,Descriado,2,15220701,Zacatecas
2015-07-20,Potrero,1,No Determinado,1,15220701,Zacatecas
2015-07-21,Potrero,1,Descriado,1,15220701,Zacatecas
2015-07-22,Potrero,1,No Determinado,1,15220701,Zacatecas
2015-07-23,Potrero,1,No Determinado,1,15220701,Zacatecas
2015-07-24,Potrero,2,No Determinado,2,15220701,Zacatecas
2015-07-29,Potrero,1,No Determinado,1,15220701,Zacatecas
2015-07-30,Potrero,1,No Determinado,1,15220701,Zacatecas
2015-08-01,Potrero,1,No Determinado,1,15220701,Zacatecas
2015-08-04,Potrero,1,No Determinado,1,15220701,Zacatecas
2015-08-05,Potrero,4,Sacrificado,4,15220701,Zacatecas
2015-08-06,Potrero,4,Sacrificado,4,15220701,Zacatecas
2015-08-17,Potrero,1,No Determinado,1,15220701,Zacatecas
2015-08-29,Potrero,1,No Determinado,1,15220701,Zacatecas
2015-09-20,Potrero,1,Sindrome Hemorrágico,1,15220701,Zacatecas
2015-09-22,Potrero,2,Ulcera Gástrica,2,15220701,Zacatecas
2015-10-04,Potrero,1,No Determinado,1,15220701,Zacatecas
2015-10-11,Potrero,1,No Determinado,1,15220701,Zacatecas
